scenario_type,cars_N,cars_S,cars_E,cars_W,wait_N,wait_S,wait_E,wait_W,phase_flag,rush_flag,ped_flag,best_green_time
medium,1,0,5,1,1.0,0.0,49.0,4.0,1,0,1,45
medium,2,4,0,0,64.0,137.0,0.0,0.0,0,0,0,10
medium,0,1,0,0,0.0,1.0,0.0,0.0,1,0,0,10
medium,1,1,2,1,2.0,4.0,1.0,1.0,0,0,0,10
medium,0,0,3,3,0.0,0.0,17.0,17.0,1,0,0,10
medium,0,0,1,0,0.0,0.0,2.0,0.0,0,0,0,10
medium,0,1,4,0,0.0,0.0,41.0,0.0,1,0,0,10
medium,1,1,2,1,1.0,4.0,1.0,0.0,0,0,0,10
medium,0,0,1,0,0.0,0.0,8.0,0.0,1,0,0,10
medium,1,0,2,0,1.0,0.0,2.0,0.0,0,0,0,10
medium,0,0,2,0,0.0,0.0,11.0,0.0,1,0,0,10
medium,1,1,1,0,1.0,7.0,1.0,0.0,0,0,0,10
medium,0,0,2,0,0.0,0.0,13.0,0.0,1,0,0,10
medium,0,1,1,0,0.0,2.0,1.0,0.0,0,0,0,10
medium,0,0,2,0,0.0,0.0,6.0,0.0,1,0,0,10
medium,1,1,2,0,3.0,6.0,1.0,0.0,0,0,0,10
medium,0,0,2,0,0.0,0.0,12.0,0.0,1,0,0,10
medium,0,1,3,0,0.0,3.0,2.0,0.0,0,0,0,10
medium,0,0,2,0,0.0,0.0,13.0,0.0,1,0,0,10
medium,0,1,3,1,0.0,5.0,6.0,0.0,0,0,0,10
medium,0,0,3,0,0.0,0.0,36.0,0.0,1,0,0,10
medium,0,1,1,0,0.0,1.0,1.0,0.0,0,0,0,10
medium,0,1,2,0,0.0,0.0,21.0,0.0,1,0,0,10
medium,1,1,2,0,2.0,5.0,1.0,0.0,0,0,0,10
medium,0,1,1,0,0.0,0.0,4.0,0.0,1,0,0,10
medium,0,1,1,0,0.0,2.0,2.0,0.0,0,0,0,10
medium,0,0,2,0,0.0,0.0,13.0,0.0,1,0,0,10
medium,0,1,1,0,0.0,5.0,2.0,0.0,0,0,0,10
medium,0,1,2,1,0.0,0.0,13.0,2.0,1,0,0,10
medium,1,1,0,0,1.0,1.0,0.0,0.0,0,0,0,10
medium,0,0,3,0,0.0,0.0,30.0,0.0,1,0,0,10
medium,1,1,1,0,1.0,4.0,1.0,0.0,0,0,0,10
medium,0,0,3,0,0.0,0.0,25.0,0.0,1,0,0,10
medium,1,0,1,0,1.0,0.0,0.0,0.0,0,0,0,10
medium,0,1,1,0,0.0,0.0,5.0,0.0,1,0,0,10
medium,1,1,1,1,1.0,5.0,1.0,0.0,0,0,0,10
medium,0,1,3,0,0.0,2.0,30.0,0.0,1,0,0,10
medium,0,1,2,0,0.0,2.0,1.0,0.0,0,0,0,10
medium,0,1,6,0,0.0,0.0,67.0,0.0,1,0,0,10
medium,0,1,1,0,0.0,4.0,3.0,0.0,0,0,0,10
medium,0,0,4,0,0.0,0.0,47.0,0.0,1,0,0,10
medium,0,1,2,0,0.0,3.0,1.0,0.0,0,0,0,10
medium,0,0,1,0,0.0,0.0,8.0,0.0,1,0,0,10
medium,1,1,2,1,1.0,5.0,2.0,0.0,0,0,0,10
medium,0,1,3,0,0.0,0.0,13.0,0.0,1,0,0,10
medium,0,0,2,0,0.0,0.0,2.0,0.0,0,0,0,10
medium,0,1,3,0,0.0,3.0,35.0,0.0,1,0,0,10
medium,0,2,2,0,0.0,6.0,1.0,0.0,0,0,0,10
medium,0,0,2,1,0.0,0.0,23.0,1.0,1,0,0,10
medium,0,2,1,0,0.0,9.0,1.0,0.0,0,0,0,10
medium,0,1,6,0,0.0,1.0,67.0,0.0,1,0,0,10
medium,0,1,1,0,0.0,4.0,1.0,0.0,0,0,0,10
medium,0,2,4,0,0.0,1.0,40.0,0.0,1,0,0,10
medium,1,1,1,0,2.0,4.0,1.0,0.0,0,0,0,10
medium,0,0,1,0,0.0,0.0,4.0,0.0,1,0,0,10
medium,0,1,1,1,0.0,5.0,0.0,0.0,0,0,0,10
medium,0,0,4,0,0.0,0.0,33.0,0.0,1,0,0,10
medium,0,1,0,0,0.0,1.0,0.0,0.0,0,0,0,10
medium,0,1,2,0,0.0,0.0,26.0,0.0,1,0,0,10
medium,2,1,1,0,10.0,5.0,1.0,0.0,0,0,0,10
medium,0,1,1,0,0.0,0.0,4.0,0.0,1,0,0,10
medium,0,1,4,0,0.0,1.0,7.0,0.0,0,0,0,10
medium,0,0,4,0,0.0,0.0,37.0,0.0,1,0,0,10
medium,1,1,2,1,1.0,5.0,2.0,0.0,0,0,0,10
medium,0,1,3,0,0.0,0.0,33.0,0.0,1,0,0,10
medium,0,1,2,0,0.0,1.0,1.0,0.0,0,0,0,10
medium,0,0,2,0,0.0,0.0,11.0,0.0,1,0,0,10
medium,1,1,1,0,1.0,6.0,2.0,0.0,0,0,0,10
medium,0,0,2,0,0.0,0.0,14.0,0.0,1,0,0,10
medium,0,1,1,0,0.0,2.0,1.0,0.0,0,0,0,10
medium,0,1,2,0,0.0,0.0,14.0,0.0,1,0,0,10
medium,1,1,2,0,1.0,6.0,1.0,0.0,0,0,0,10
medium,0,1,2,1,0.0,0.0,9.0,1.0,1,0,0,10
medium,1,1,2,0,1.0,1.0,1.0,0.0,0,0,0,10
medium,0,1,3,0,0.0,0.0,13.0,0.0,1,0,0,10
medium,1,1,1,1,1.0,5.0,2.0,0.0,0,0,0,10
medium,0,0,3,0,0.0,0.0,13.0,0.0,1,0,0,10
medium,0,0,1,0,0.0,0.0,17.0,0.0,0,0,0,10
rush,0,0,2,0,0.0,0.0,19.0,0.0,0,1,0,10
rush,0,1,1,0,0.0,0.0,8.0,0.0,1,1,1,20
rush,1,0,0,0,15.0,0.0,0.0,0.0,0,1,0,10
rush,0,0,1,0,0.0,0.0,30.0,0.0,1,1,0,10
rush,0,0,7,2,0.0,0.0,105.0,43.0,1,1,0,10
rush,0,0,3,3,0.0,0.0,5.0,27.0,0,1,0,10
rush,0,1,8,4,0.0,1.0,110.0,28.0,1,1,0,10
rush,3,2,4,1,17.0,12.0,6.0,2.0,0,1,0,10
rush,0,1,7,1,0.0,1.0,73.0,5.0,1,1,0,10
rush,0,1,3,0,0.0,6.0,4.0,0.0,0,1,0,10
rush,0,0,8,0,0.0,0.0,107.0,0.0,1,1,0,10
rush,2,1,3,0,17.0,5.0,5.0,0.0,0,1,1,20
rush,1,1,11,2,1.0,2.0,209.0,27.0,1,1,1,25
rush,4,4,0,1,51.0,52.0,0.0,1.0,0,1,0,10
rush,1,1,6,5,1.0,1.0,54.0,47.0,1,1,0,15
rush,3,2,3,2,29.0,15.0,7.0,5.0,0,1,0,10
rush,1,0,8,3,1.0,0.0,109.0,43.0,1,1,0,15
rush,4,1,2,0,45.0,3.0,4.0,0.0,0,1,1,20
rush,0,0,13,5,0.0,0.0,187.0,63.0,1,1,0,15
rush,4,1,4,4,35.0,7.0,10.0,8.0,0,1,1,20
rush,0,0,16,8,0.0,0.0,306.0,155.0,1,1,0,40
rush,6,5,2,0,171.0,135.0,3.0,0.0,0,1,0,20
rush,2,1,7,5,1.0,1.0,167.0,78.0,1,1,0,10
rush,3,3,5,2,16.0,35.0,27.0,2.0,0,1,1,25
rush,1,0,15,9,1.0,0.0,336.0,172.0,1,1,1,25
rush,5,2,3,2,70.0,3.0,8.0,5.0,0,1,0,15
rush,1,1,12,7,0.0,2.0,202.0,135.0,1,1,0,20
rush,6,2,8,1,73.0,40.0,107.0,1.0,0,1,0,10
rush,2,1,15,3,4.0,13.0,146.0,33.0,1,1,0,15
rush,6,3,5,1,75.0,16.0,22.0,3.0,0,1,1,30
rush,2,1,18,8,6.0,1.0,513.0,141.0,1,1,0,35
rush,7,4,2,1,146.0,61.0,2.0,2.0,0,1,0,10
rush,2,1,11,1,3.0,2.0,114.0,12.0,1,1,0,10
rush,5,1,2,3,56.0,2.0,3.0,5.0,0,1,0,10
rush,3,0,12,4,4.0,0.0,129.0,43.0,1,1,0,10
rush,4,0,3,1,60.0,0.0,3.0,1.0,0,1,0,10
rush,2,1,13,7,3.0,1.0,156.0,80.0,1,1,0,20
rush,8,3,6,3,127.0,60.0,37.0,14.0,0,1,0,10
rush,4,0,13,7,6.0,0.0,137.0,55.0,1,1,0,25
rush,8,3,2,1,182.0,28.0,3.0,1.0,0,1,0,10
rush,3,0,13,3,6.0,0.0,146.0,26.0,1,1,0,15
rush,7,1,6,3,101.0,5.0,36.0,4.0,0,1,0,10
rush,2,0,14,5,3.0,0.0,179.0,44.0,1,1,0,15
rush,4,1,10,1,64.0,4.0,80.0,3.0,0,1,0,10
rush,1,1,17,5,2.0,0.0,192.0,54.0,1,1,0,35
rush,9,3,4,1,212.0,62.0,9.0,3.0,0,1,0,10
rush,0,0,10,3,0.0,0.0,141.0,23.0,1,1,0,10
rush,3,0,9,0,30.0,0.0,59.0,0.0,0,1,0,10
rush,1,0,11,3,2.0,0.0,103.0,18.0,1,1,0,10
rush,4,2,10,3,33.0,7.0,55.0,20.0,0,1,0,10
rush,3,1,14,6,2.0,0.0,138.0,69.0,1,1,0,20
rush,7,2,1,3,108.0,12.0,2.0,12.0,0,1,0,10
rush,5,0,14,5,26.0,0.0,178.0,60.0,1,1,0,15
rush,9,1,7,2,143.0,4.0,57.0,3.0,0,1,0,10
rush,1,0,15,4,2.0,0.0,160.0,41.0,1,1,0,20
rush,7,2,0,1,155.0,11.0,0.0,1.0,0,1,0,15
rush,2,0,13,4,4.0,0.0,217.0,30.0,1,1,0,15
rush,6,3,10,2,82.0,19.0,89.0,1.0,0,1,0,10
rush,1,2,14,2,1.0,4.0,125.0,21.0,1,1,0,10
rush,5,2,8,2,41.0,11.0,47.0,2.0,0,1,0,10
rush,1,1,16,1,1.0,0.0,153.0,5.0,1,1,0,20
rush,6,3,9,1,112.0,17.0,106.0,14.0,0,1,0,10
rush,3,0,15,5,8.0,0.0,170.0,50.0,1,1,0,20
rush,7,3,8,0,113.0,21.0,33.0,0.0,0,1,0,15
rush,3,0,17,1,3.0,0.0,224.0,16.0,1,1,0,15
rush,5,3,9,0,59.0,19.0,60.0,0.0,0,1,0,10
rush,1,2,16,3,2.0,2.0,151.0,25.0,1,1,0,15
rush,4,3,12,1,45.0,14.0,86.0,3.0,0,1,0,10
rush,2,0,16,3,1.0,0.0,171.0,32.0,1,1,0,15
rush,5,1,11,1,70.0,4.0,81.0,0.0,0,1,0,10
rush,3,0,17,2,4.0,0.0,183.0,13.0,1,1,0,25
rush,7,4,5,0,145.0,33.0,65.0,0.0,0,1,0,20
rush,0,1,15,3,0.0,1.0,304.0,43.0,1,1,0,15
rush,4,3,11,1,31.0,30.0,107.0,0.0,0,1,0,15
rush,0,2,18,2,0.0,5.0,217.0,14.0,1,1,0,25
rush,8,4,11,0,145.0,79.0,199.0,0.0,0,1,0,10
rush,0,1,15,2,0.0,0.0,152.0,15.0,1,1,0,15
rush,5,2,8,1,78.0,5.0,42.0,3.0,0,1,0,10
rush,1,1,17,3,3.0,0.0,197.0,29.0,1,1,0,20
rush,3,3,9,2,26.0,29.0,103.0,3.0,0,1,0,10
rush,1,1,16,5,2.0,0.0,168.0,44.0,1,1,0,20
rush,4,3,5,1,49.0,16.0,14.0,0.0,0,1,0,10
rush,3,0,13,3,2.0,0.0,145.0,15.0,1,1,0,20
rush,7,3,9,0,106.0,26.0,117.0,0.0,0,1,0,10
rush,3,2,15,4,19.0,4.0,153.0,45.0,1,1,0,25
rush,7,6,2,2,124.0,113.0,5.0,4.0,0,1,0,10
rush,2,1,16,5,3.0,2.0,205.0,66.0,1,1,0,25
rush,9,3,4,0,170.0,57.0,11.0,0.0,0,1,0,20
rush,1,1,15,2,1.0,1.0,300.0,38.0,1,1,0,15
rush,5,4,2,3,81.0,37.0,3.0,3.0,0,1,0,10
rush,2,1,15,5,4.0,2.0,170.0,62.0,1,1,0,20
rush,7,3,2,1,96.0,63.0,4.0,1.0,0,1,0,10
rush,0,0,1,1,0.0,0.0,0.0,15.0,0,1,0,10
rush,1,0,1,0,1.0,0.0,0.0,0.0,1,1,1,20
rush,0,0,1,1,0.0,0.0,2.0,4.0,0,1,0,10
rush,0,0,1,0,0.0,0.0,8.0,0.0,1,1,0,10
rush,0,0,1,1,0.0,0.0,1.0,2.0,0,1,0,10
rush,0,0,2,1,0.0,0.0,10.0,10.0,1,1,1,20
rush,2,1,0,0,18.0,16.0,0.0,0.0,0,1,0,10
rush,0,0,2,1,0.0,0.0,8.0,7.0,1,1,0,10
rush,0,0,2,1,0.0,0.0,4.0,3.0,0,1,0,10
rush,0,0,4,2,0.0,0.0,32.0,5.0,1,1,0,10
rush,0,1,1,2,0.0,7.0,0.0,1.0,0,1,0,10
rush,0,1,0,4,0.0,0.0,0.0,57.0,1,1,0,10
rush,0,0,1,3,0.0,0.0,0.0,32.0,0,1,1,20
rush,1,0,4,8,3.0,0.0,34.0,156.0,1,1,1,25
rush,5,1,1,1,86.0,4.0,1.0,1.0,0,1,0,10
rush,1,0,2,3,1.0,0.0,14.0,15.0,1,1,0,10
rush,0,0,1,4,0.0,0.0,2.0,24.0,0,1,0,10
rush,1,0,3,5,0.0,0.0,18.0,60.0,1,1,1,20
rush,3,6,0,5,19.0,90.0,0.0,49.0,0,1,1,30
rush,0,1,7,12,0.0,1.0,99.0,288.0,1,1,1,25
rush,1,2,2,6,5.0,33.0,3.0,31.0,0,1,0,10
rush,1,3,4,11,3.0,21.0,33.0,97.0,1,1,1,20
rush,4,7,2,6,27.0,110.0,15.0,78.0,0,1,0,15
rush,0,3,6,15,0.0,9.0,67.0,206.0,1,1,0,30
rush,5,9,1,6,79.0,226.0,1.0,25.0,0,1,1,25
rush,1,0,1,16,1.0,0.0,5.0,353.0,1,1,0,20
rush,5,3,1,8,49.0,77.0,1.0,105.0,0,1,1,40
rush,0,0,11,19,0.0,0.0,311.0,691.0,1,1,1,40
rush,2,6,0,4,15.0,127.0,0.0,8.0,0,1,0,15
rush,0,1,0,10,0.0,1.0,0.0,203.0,1,1,0,20
rush,2,6,2,2,33.0,129.0,3.0,3.0,0,1,0,10
rush,0,3,3,9,0.0,13.0,29.0,121.0,1,1,0,10
rush,1,5,3,9,2.0,44.0,5.0,61.0,0,1,1,25
rush,1,1,10,18,2.0,1.0,217.0,382.0,1,1,0,35
rush,7,7,1,4,133.0,153.0,2.0,17.0,0,1,0,10
rush,1,3,0,11,2.0,31.0,0.0,135.0,1,1,0,15
rush,3,6,0,7,36.0,78.0,0.0,81.0,0,1,0,10
rush,1,4,1,11,0.0,22.0,6.0,117.0,1,1,0,10
rush,0,6,1,8,0.0,74.0,2.0,34.0,0,1,0,10
rush,1,5,3,14,2.0,26.0,21.0,151.0,1,1,0,20
rush,5,7,0,9,67.0,154.0,0.0,108.0,0,1,0,10
rush,1,6,3,15,3.0,44.0,9.0,168.0,1,1,0,25
rush,4,9,1,8,53.0,188.0,0.0,122.0,0,1,0,10
rush,1,4,4,15,0.0,29.0,19.0,170.0,1,1,0,20
rush,3,7,1,6,16.0,136.0,2.0,40.0,0,1,0,10
rush,1,4,3,15,1.0,7.0,23.0,214.0,1,1,0,20
rush,3,7,0,10,32.0,119.0,0.0,134.0,0,1,0,10
rush,1,4,2,16,0.0,35.0,13.0,157.0,1,1,0,15
rush,2,6,1,1,8.0,87.0,3.0,2.0,0,1,0,10
rush,0,1,2,18,0.0,1.0,10.0,203.0,1,1,0,35
rush,6,7,0,6,88.0,206.0,0.0,130.0,0,1,0,10
rush,1,1,1,13,0.0,8.0,12.0,171.0,1,1,0,15
rush,1,6,1,7,5.0,78.0,1.0,60.0,0,1,0,10
rush,0,1,2,15,0.0,2.0,16.0,172.0,1,1,0,20
rush,3,7,1,9,19.0,106.0,1.0,72.0,0,1,0,10
rush,1,4,4,15,1.0,45.0,46.0,146.0,1,1,0,25
rush,5,7,0,6,64.0,138.0,0.0,15.0,0,1,0,10
rush,1,2,2,13,3.0,7.0,12.0,129.0,1,1,0,20
rush,3,9,0,2,33.0,170.0,0.0,4.0,0,1,0,10
rush,0,5,3,13,0.0,40.0,20.0,159.0,1,1,0,10
rush,0,6,1,8,0.0,71.0,2.0,49.0,0,1,0,10
rush,1,6,2,16,1.0,53.0,19.0,157.0,1,1,0,15
rush,2,8,1,14,17.0,97.0,0.0,106.0,0,1,0,10
rush,1,5,1,20,1.0,42.0,4.0,302.0,1,1,0,30
rush,4,7,0,3,70.0,203.0,0.0,57.0,0,1,0,10
rush,0,1,3,12,0.0,1.0,11.0,142.0,1,1,0,10
rush,0,4,1,9,0.0,40.0,0.0,68.0,0,1,0,10
rush,0,5,2,14,0.0,45.0,15.0,149.0,1,1,0,15
rush,3,6,2,7,25.0,46.0,3.0,22.0,0,1,0,10
rush,2,3,6,16,2.0,7.0,77.0,177.0,1,1,0,40
rush,6,8,0,2,167.0,328.0,0.0,6.0,0,1,0,10
rush,1,3,1,4,0.0,18.0,0.0,70.0,1,1,0,10
rush,0,6,0,4,0.0,79.0,0.0,29.0,0,1,0,10
rush,2,3,1,9,4.0,18.0,5.0,91.0,1,1,0,10
rush,1,7,1,1,6.0,73.0,1.0,1.0,0,1,0,10
rush,0,4,3,9,0.0,28.0,17.0,115.0,1,1,0,10
rush,1,6,0,7,4.0,74.0,0.0,48.0,0,1,0,10
rush,0,1,1,13,0.0,1.0,8.0,153.0,1,1,0,20
rush,3,6,1,6,16.0,92.0,2.0,19.0,0,1,0,10
rush,0,2,4,14,0.0,16.0,28.0,146.0,1,1,0,30
rush,4,8,0,1,59.0,192.0,0.0,1.0,0,1,0,10
rush,1,1,2,8,2.0,1.0,10.0,103.0,1,1,0,10
rush,1,5,0,6,8.0,59.0,0.0,33.0,0,1,0,10
rush,0,3,2,11,0.0,30.0,15.0,122.0,1,1,0,10
rush,1,5,0,6,5.0,44.0,0.0,34.0,0,1,0,10
rush,0,2,4,15,0.0,4.0,37.0,167.0,1,1,0,20
rush,2,7,1,5,11.0,131.0,2.0,15.0,0,1,0,10
rush,1,3,3,14,3.0,14.0,27.0,158.0,1,1,0,25
rush,5,8,1,3,58.0,174.0,1.0,33.0,0,1,0,10
rush,1,1,3,14,4.0,1.0,20.0,176.0,1,1,0,15
rush,3,6,1,8,26.0,81.0,2.0,75.0,0,1,0,10
rush,1,3,3,16,3.0,28.0,21.0,173.0,1,1,0,15
rush,2,6,2,10,17.0,72.0,2.0,116.0,0,1,0,10
rush,0,2,3,16,0.0,4.0,20.0,134.0,1,1,0,20
rush,2,8,1,2,12.0,169.0,0.0,4.0,0,1,0,10
rush,1,5,1,13,0.0,39.0,7.0,149.0,1,1,0,20
rush,1,0,0,1,0.0,0.0,0.0,3.0,0,1,0,10
rush,1,0,0,0,31.0,0.0,0.0,0.0,0,1,1,20
rush,0,0,1,0,0.0,0.0,0.0,0.0,1,1,0,10
rush,1,0,0,0,6.0,0.0,0.0,0.0,0,1,0,10
rush,0,0,1,0,0.0,0.0,5.0,0.0,1,1,0,10
rush,1,0,1,0,4.0,0.0,3.0,0.0,0,1,0,10
rush,2,0,1,0,2.0,0.0,4.0,0.0,1,1,0,10
rush,1,0,1,0,10.0,0.0,0.0,0.0,0,1,1,20
rush,0,1,4,1,0.0,1.0,46.0,11.0,1,1,0,10
rush,1,0,1,0,5.0,0.0,0.0,0.0,0,1,0,10
rush,2,0,4,0,3.0,0.0,33.0,0.0,1,1,0,10
rush,2,0,1,0,13.0,0.0,2.0,0.0,0,1,0,10
rush,2,0,5,0,5.0,0.0,54.0,0.0,1,1,0,10
rush,4,1,2,2,36.0,1.0,2.0,16.0,0,1,1,20
rush,1,1,5,1,3.0,1.0,51.0,18.0,1,1,0,10
rush,6,0,3,0,61.0,0.0,6.0,0.0,0,1,1,20
rush,2,1,6,0,2.0,3.0,77.0,0.0,1,1,0,10
rush,4,2,3,0,42.0,16.0,6.0,0.0,0,1,0,10
rush,2,1,4,1,6.0,4.0,50.0,3.0,1,1,0,10
rush,7,1,4,1,85.0,4.0,15.0,1.0,0,1,0,10
rush,2,0,7,1,3.0,0.0,90.0,4.0,1,1,0,10
rush,10,3,4,0,134.0,21.0,8.0,0.0,0,1,0,10
rush,8,1,9,1,51.0,2.0,130.0,1.0,1,1,0,10
rush,14,1,6,0,140.0,8.0,43.0,0.0,0,1,0,20
rush,2,0,13,2,3.0,0.0,212.0,23.0,1,1,0,10
rush,14,2,3,0,174.0,12.0,6.0,0.0,0,1,0,10
rush,6,1,8,0,17.0,1.0,110.0,0.0,1,1,0,10
rush,16,3,3,0,198.0,24.0,6.0,0.0,0,1,0,30
rush,3,1,9,3,5.0,1.0,182.0,59.0,1,1,1,20
rush,10,3,1,0,237.0,48.0,1.0,0.0,0,1,0,10
rush,1,2,4,1,2.0,5.0,43.0,4.0,1,1,0,10
rush,13,4,3,0,158.0,49.0,3.0,0.0,0,1,0,20
rush,3,0,6,2,8.0,0.0,78.0,25.0,1,1,1,20
rush,14,3,2,0,280.0,34.0,2.0,0.0,0,1,0,25
rush,2,1,5,5,3.0,1.0,84.0,55.0,1,1,0,10
rush,11,4,4,2,150.0,49.0,8.0,4.0,0,1,0,10
rush,4,2,6,2,7.0,4.0,73.0,26.0,1,1,0,10
rush,13,3,4,0,157.0,31.0,9.0,0.0,0,1,0,10
rush,3,0,10,1,6.0,0.0,147.0,1.0,1,1,0,10
rush,14,1,3,0,196.0,5.0,8.0,0.0,0,1,0,20
rush,3,1,9,2,4.0,1.0,215.0,24.0,1,1,0,20
rush,16,3,1,0,321.0,63.0,0.0,0.0,0,1,0,25
rush,2,1,8,5,4.0,1.0,143.0,50.0,1,1,0,10
rush,9,2,4,1,120.0,33.0,6.0,1.0,0,1,0,10
rush,1,1,8,1,2.0,0.0,108.0,4.0,1,1,0,10
rush,10,4,4,1,107.0,46.0,9.0,0.0,0,1,0,10
rush,2,3,9,0,2.0,4.0,111.0,0.0,1,1,0,15
rush,12,4,3,0,168.0,70.0,8.0,0.0,0,1,0,10
rush,3,2,7,2,5.0,3.0,87.0,15.0,1,1,0,15
rush,12,3,2,0,192.0,26.0,13.0,0.0,0,1,0,10
rush,5,1,6,2,10.0,3.0,62.0,17.0,1,1,0,10
rush,15,2,1,1,200.0,11.0,2.0,0.0,0,1,0,25
rush,6,0,8,4,17.0,0.0,161.0,40.0,1,1,0,10
rush,13,3,3,0,163.0,12.0,2.0,0.0,0,1,0,10
rush,3,1,5,2,6.0,1.0,69.0,9.0,1,1,0,10
rush,12,5,2,1,169.0,48.0,4.0,0.0,0,1,0,25
rush,2,1,8,4,3.0,1.0,162.0,38.0,1,1,0,10
rush,11,2,4,0,150.0,15.0,6.0,0.0,0,1,0,25
rush,4,2,7,3,5.0,7.0,111.0,48.0,1,1,0,10
rush,10,5,3,0,138.0,37.0,5.0,0.0,0,1,0,10
rush,3,1,5,1,6.0,2.0,70.0,5.0,1,1,0,10
rush,11,5,2,0,136.0,68.0,4.0,0.0,0,1,0,10
rush,5,1,4,1,10.0,1.0,46.0,3.0,1,1,0,10
rush,14,3,3,0,150.0,27.0,6.0,0.0,0,1,0,25
rush,2,1,11,3,3.0,2.0,236.0,26.0,1,1,0,10
rush,12,3,2,0,160.0,31.0,2.0,0.0,0,1,0,10
rush,2,2,9,0,3.0,17.0,117.0,0.0,1,1,0,10
rush,14,5,3,3,173.0,44.0,4.0,19.0,0,1,0,15
rush,5,3,8,4,22.0,49.0,126.0,71.0,1,1,0,20
rush,18,5,5,1,257.0,50.0,141.0,2.0,0,1,0,40
rush,2,0,12,5,4.0,0.0,484.0,50.0,1,1,0,20
rush,7,0,2,0,163.0,0.0,3.0,0.0,0,1,0,10
rush,2,0,5,0,2.0,0.0,45.0,0.0,1,1,0,10
rush,5,2,1,0,62.0,11.0,2.0,0.0,0,1,0,10
rush,2,1,6,2,4.0,1.0,64.0,17.0,1,1,0,10
rush,7,4,5,0,92.0,36.0,24.0,0.0,0,1,0,10
rush,4,2,9,1,28.0,2.0,97.0,1.0,1,1,0,10
rush,11,2,8,0,132.0,7.0,47.0,0.0,0,1,0,10
rush,4,1,12,2,5.0,3.0,181.0,7.0,1,1,0,10
rush,14,1,4,1,174.0,4.0,16.0,2.0,0,1,0,20
