scenario_type,cars_N,cars_S,cars_E,cars_W,wait_N,wait_S,wait_E,wait_W,phase_flag,rush_flag,ped_flag,best_green_time
very_heavy,2,3,13,7,8.0,5.0,358.0,152.0,1,0,0,30
very_heavy,9,13,7,2,222.0,304.0,102.0,5.0,0,0,1,40
very_heavy,1,3,22,7,1.0,7.0,664.0,146.0,1,0,0,40
very_heavy,12,15,2,7,343.0,484.0,5.0,161.0,0,0,0,40
very_heavy,4,3,22,17,9.0,11.0,722.0,422.0,1,0,1,30
very_heavy,13,21,16,5,338.0,529.0,315.0,8.0,0,0,0,30
very_heavy,11,13,29,14,142.0,229.0,706.0,396.0,1,0,0,40
very_heavy,21,31,14,4,620.0,989.0,436.0,10.0,0,0,0,35
very_heavy,5,20,29,20,14.0,471.0,817.0,621.0,1,0,0,35
very_heavy,18,31,8,3,523.0,820.0,33.0,17.0,0,0,0,30
very_heavy,9,10,29,13,131.0,71.0,724.0,351.0,1,0,0,35
very_heavy,21,31,16,5,613.0,903.0,246.0,27.0,0,0,0,30
very_heavy,7,18,30,18,28.0,269.0,745.0,429.0,1,0,0,45
very_heavy,21,32,3,9,780.0,1238.0,6.0,216.0,0,0,0,30
very_heavy,2,16,23,15,4.0,166.0,623.0,373.0,1,0,0,45
very_heavy,21,33,3,0,796.0,1238.0,12.0,0.0,0,0,0,40
very_heavy,7,9,24,14,34.0,142.0,818.0,391.0,1,0,0,35
very_heavy,15,28,9,3,424.0,816.0,157.0,7.0,0,0,0,40
very_heavy,9,17,32,20,99.0,427.0,1054.0,658.0,1,0,0,40
very_heavy,20,30,10,5,672.0,993.0,178.0,54.0,0,0,0,35
very_heavy,3,10,30,16,31.0,77.0,895.0,501.0,1,0,0,35
very_heavy,17,29,12,8,498.0,823.0,189.0,162.0,0,0,0,30
very_heavy,8,7,30,17,97.0,69.0,765.0,422.0,1,0,0,35
very_heavy,19,31,17,3,543.0,913.0,377.0,5.0,0,0,0,35
very_heavy,12,18,32,18,137.0,408.0,891.0,544.0,1,0,0,35
very_heavy,18,32,6,6,521.0,868.0,33.0,23.0,0,0,0,30
very_heavy,12,9,27,18,215.0,58.0,659.0,455.0,1,0,0,40
very_heavy,20,31,14,3,630.0,1000.0,119.0,4.0,0,0,0,30
very_heavy,13,10,27,15,138.0,97.0,711.0,423.0,1,0,0,30
very_heavy,20,30,10,3,508.0,757.0,50.0,5.0,0,0,0,35
very_heavy,13,19,31,19,216.0,435.0,940.0,574.0,1,0,0,40
very_heavy,20,32,16,3,615.0,998.0,488.0,6.0,0,0,0,35
very_heavy,8,8,30,16,71.0,71.0,794.0,494.0,1,0,0,35
very_heavy,19,30,5,5,516.0,885.0,40.0,101.0,0,0,0,45
very_heavy,6,1,31,23,90.0,1.0,1105.0,792.0,1,0,0,45
very_heavy,17,25,15,3,511.0,865.0,158.0,6.0,0,0,0,40
very_heavy,4,9,28,12,11.0,127.0,870.0,360.0,1,0,0,35
very_heavy,16,27,7,11,466.0,763.0,32.0,150.0,0,0,0,30
very_heavy,12,16,26,19,283.0,276.0,675.0,416.0,1,0,0,35
very_heavy,20,32,14,2,517.0,887.0,135.0,4.0,0,0,0,30
very_heavy,10,16,30,12,67.0,195.0,776.0,345.0,1,0,0,45
very_heavy,20,32,9,5,701.0,1234.0,127.0,34.0,0,0,0,30
very_heavy,8,20,24,16,131.0,379.0,644.0,373.0,1,0,0,35
very_heavy,22,33,9,5,664.0,889.0,57.0,25.0,0,0,0,30
very_heavy,12,19,30,18,218.0,325.0,703.0,453.0,1,0,0,40
very_heavy,22,32,11,6,770.0,1056.0,93.0,151.0,0,0,0,35
very_heavy,0,0,1,1,0.0,0.0,5.0,0.0,0,0,0,10
very_heavy,3,3,1,0,75.0,36.0,2.0,0.0,0,0,0,10
very_heavy,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,10
very_heavy,1,1,0,1,5.0,4.0,0.0,0.0,0,0,0,10
very_heavy,2,1,4,1,2.0,0.0,20.0,6.0,1,0,0,10
very_heavy,3,0,4,1,22.0,0.0,33.0,3.0,0,0,0,10
very_heavy,4,0,5,3,7.0,0.0,37.0,24.0,1,0,1,35
very_heavy,9,5,1,0,236.0,107.0,1.0,0.0,0,0,1,30
very_heavy,1,1,5,5,3.0,2.0,92.0,83.0,1,0,0,10
very_heavy,3,3,1,1,25.0,31.0,7.0,2.0,0,0,0,10
very_heavy,1,2,8,5,1.0,5.0,78.0,56.0,1,0,0,10
very_heavy,6,6,2,1,70.0,44.0,5.0,1.0,0,0,0,10
very_heavy,1,2,8,6,2.0,4.0,107.0,60.0,1,0,0,10
very_heavy,8,6,6,1,98.0,70.0,40.0,1.0,0,0,0,10
very_heavy,5,3,10,4,23.0,3.0,107.0,40.0,1,0,0,10
very_heavy,12,6,5,1,138.0,81.0,27.0,2.0,0,0,1,25
very_heavy,3,2,17,8,5.0,6.0,389.0,140.0,1,0,1,35
very_heavy,12,13,3,1,327.0,382.0,6.0,14.0,0,0,0,30
very_heavy,5,1,22,11,8.0,3.0,555.0,249.0,1,0,0,35
very_heavy,14,11,10,1,376.0,291.0,150.0,1.0,0,0,0,35
very_heavy,9,1,22,13,141.0,0.0,597.0,353.0,1,0,0,35
very_heavy,22,9,13,1,604.0,190.0,226.0,3.0,0,0,0,35
very_heavy,2,1,29,11,3.0,1.0,858.0,246.0,1,0,0,45
very_heavy,18,18,9,0,644.0,565.0,61.0,0.0,0,0,0,40
very_heavy,2,2,26,10,4.0,2.0,834.0,207.0,1,0,0,40
very_heavy,17,14,8,2,560.0,436.0,192.0,1.0,0,0,0,40
very_heavy,6,2,30,9,69.0,3.0,990.0,192.0,1,0,0,35
very_heavy,18,12,13,1,545.0,335.0,204.0,3.0,0,0,0,35
very_heavy,3,4,28,10,6.0,9.0,795.0,198.0,1,0,0,50
very_heavy,19,19,5,1,731.0,787.0,42.0,0.0,0,0,0,40
very_heavy,3,3,25,12,4.0,7.0,847.0,241.0,1,0,0,35
very_heavy,20,8,7,2,572.0,218.0,31.0,3.0,0,0,0,30
very_heavy,5,1,24,12,21.0,1.0,588.0,291.0,1,0,0,30
very_heavy,17,14,9,9,417.0,323.0,130.0,53.0,0,0,0,40
very_heavy,2,3,30,20,4.0,8.0,1035.0,563.0,1,0,0,40
very_heavy,19,15,5,5,607.0,396.0,39.0,24.0,0,0,0,40
very_heavy,8,2,27,19,89.0,4.0,922.0,608.0,1,0,0,40
very_heavy,21,10,6,9,686.0,264.0,88.0,150.0,0,0,0,35
very_heavy,2,1,27,21,4.0,0.0,832.0,600.0,1,0,0,45
very_heavy,22,12,5,6,835.0,349.0,10.0,76.0,0,0,0,40
very_heavy,9,4,26,28,102.0,10.0,836.0,937.0,1,0,0,40
very_heavy,22,18,11,2,743.0,549.0,205.0,4.0,0,0,0,40
very_heavy,7,2,26,24,35.0,2.0,873.0,808.0,1,0,0,40
very_heavy,20,13,7,13,703.0,404.0,21.0,122.0,0,0,0,35
very_heavy,2,3,23,29,2.0,6.0,694.0,829.0,1,0,0,45
very_heavy,21,17,7,4,779.0,562.0,135.0,9.0,0,0,0,40
very_heavy,10,1,26,18,99.0,2.0,870.0,587.0,1,0,0,40
very_heavy,22,11,2,6,741.0,292.0,2.0,119.0,0,0,0,40
very_heavy,7,1,20,25,111.0,2.0,674.0,527.0,1,0,0,45
very_heavy,21,16,2,9,780.0,500.0,4.0,161.0,0,0,0,30
very_heavy,4,1,21,18,10.0,1.0,548.0,444.0,1,0,0,40
very_heavy,22,19,4,11,775.0,625.0,12.0,128.0,0,0,0,45
very_heavy,6,3,27,25,21.0,7.0,990.0,855.0,1,0,0,40
very_heavy,16,12,12,12,547.0,342.0,93.0,184.0,0,0,0,30
very_heavy,5,6,27,25,15.0,33.0,662.0,599.0,1,0,0,50
very_heavy,23,21,3,10,1021.0,751.0,4.0,230.0,0,0,0,50
very_heavy,0,2,21,31,0.0,6.0,755.0,1245.0,1,0,0,40
very_heavy,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,10
very_heavy,0,1,0,1,0.0,1.0,0.0,0.0,1,0,1,20
very_heavy,1,2,0,0,21.0,31.0,0.0,0.0,0,0,0,10
very_heavy,1,2,2,3,1.0,3.0,11.0,33.0,1,0,0,10
very_heavy,2,3,0,2,12.0,36.0,0.0,19.0,0,0,0,10
very_heavy,0,0,1,7,0.0,0.0,5.0,57.0,1,0,0,15
very_heavy,4,3,0,2,33.0,24.0,0.0,23.0,0,0,0,10
very_heavy,3,2,0,6,6.0,5.0,0.0,74.0,1,0,0,10
very_heavy,6,6,1,2,78.0,69.0,1.0,6.0,0,0,0,10
very_heavy,3,4,4,7,6.0,6.0,15.0,98.0,1,0,0,10
very_heavy,8,5,2,4,102.0,70.0,2.0,27.0,0,0,1,20
very_heavy,1,2,5,10,1.0,18.0,47.0,169.0,1,0,1,20
very_heavy,6,10,1,5,90.0,184.0,2.0,14.0,0,0,0,10
very_heavy,5,3,6,8,14.0,5.0,64.0,92.0,1,0,0,10
very_heavy,8,9,1,7,102.0,109.0,2.0,42.0,0,0,0,25
very_heavy,3,5,9,15,6.0,13.0,163.0,316.0,1,0,0,20
very_heavy,8,15,4,7,139.0,279.0,19.0,21.0,0,0,0,30
very_heavy,1,10,15,17,3.0,181.0,401.0,398.0,1,0,0,40
very_heavy,14,25,1,0,358.0,843.0,2.0,0.0,0,0,0,40
very_heavy,2,3,16,14,2.0,6.0,476.0,390.0,1,0,0,30
very_heavy,13,11,3,7,273.0,292.0,56.0,159.0,0,0,0,30
very_heavy,2,10,21,21,3.0,187.0,527.0,487.0,1,0,0,30
very_heavy,9,21,13,1,174.0,519.0,290.0,2.0,0,0,0,40
very_heavy,1,1,30,22,2.0,2.0,945.0,716.0,1,0,0,45
very_heavy,16,17,8,13,529.0,597.0,139.0,287.0,0,0,0,45
very_heavy,0,2,27,22,0.0,2.0,986.0,761.0,1,0,1,25
very_heavy,8,18,10,3,151.0,428.0,65.0,8.0,0,0,0,30
very_heavy,4,4,31,20,10.0,15.0,757.0,483.0,1,0,1,45
very_heavy,19,22,2,6,644.0,743.0,2.0,26.0,0,0,0,45
very_heavy,9,3,23,24,60.0,4.0,818.0,813.0,1,0,0,45
very_heavy,23,17,4,14,791.0,609.0,7.0,266.0,0,0,0,45
very_heavy,3,10,25,19,4.0,197.0,915.0,622.0,1,0,0,50
very_heavy,22,25,3,3,858.0,979.0,36.0,47.0,0,0,0,45
very_heavy,2,5,23,20,5.0,26.0,850.0,657.0,1,0,0,40
very_heavy,22,18,4,16,714.0,643.0,10.0,442.0,0,0,0,40
very_heavy,2,1,22,23,3.0,1.0,758.0,690.0,1,0,0,35
very_heavy,19,22,9,11,590.0,662.0,229.0,121.0,0,0,0,40
very_heavy,14,1,30,20,337.0,2.0,1022.0,629.0,1,0,0,40
very_heavy,26,17,10,5,799.0,556.0,125.0,69.0,0,0,0,45
very_heavy,4,5,25,21,7.0,55.0,901.0,767.0,1,0,0,30
very_heavy,13,19,5,7,387.0,493.0,19.0,20.0,0,0,0,40
very_heavy,4,3,28,24,8.0,5.0,999.0,769.0,1,0,0,45
very_heavy,24,18,1,6,855.0,568.0,2.0,17.0,0,0,0,40
very_heavy,1,9,25,20,2.0,228.0,829.0,617.0,1,0,0,35
very_heavy,14,23,16,7,446.0,689.0,346.0,54.0,0,0,0,45
very_heavy,2,8,30,20,3.0,108.0,1137.0,744.0,1,0,0,35
very_heavy,14,19,17,6,351.0,600.0,275.0,32.0,0,0,0,35
very_heavy,12,0,28,18,279.0,0.0,800.0,508.0,1,0,0,30
very_heavy,21,14,14,6,377.0,355.0,132.0,68.0,0,0,0,35
very_heavy,2,12,31,23,3.0,217.0,942.0,639.0,1,0,0,35
very_heavy,18,22,14,3,537.0,597.0,307.0,47.0,0,0,0,45
very_heavy,0,2,31,22,0.0,5.0,1189.0,735.0,1,0,0,30
very_heavy,17,12,16,4,439.0,304.0,220.0,42.0,0,0,0,40
very_heavy,6,2,31,23,46.0,2.0,988.0,747.0,1,0,0,35
very_heavy,18,17,13,1,484.0,447.0,163.0,2.0,0,0,0,40
very_heavy,2,8,31,22,3.0,122.0,1046.0,712.0,1,0,0,35
very_heavy,19,21,14,5,597.0,649.0,274.0,56.0,0,0,0,40
very_heavy,11,3,30,23,125.0,4.0,986.0,712.0,1,0,0,35
very_heavy,23,19,13,0,676.0,597.0,200.0,0.0,0,0,0,40
very_heavy,0,0,1,0,0.0,0.0,13.0,0.0,0,0,0,10
very_heavy,1,0,1,0,2.0,0.0,0.0,0.0,1,0,0,10
very_heavy,1,0,1,1,5.0,0.0,2.0,0.0,0,0,1,20
very_heavy,1,1,6,3,3.0,1.0,80.0,30.0,1,0,0,10
very_heavy,1,1,1,0,7.0,8.0,3.0,0.0,0,0,0,10
very_heavy,2,1,6,1,3.0,2.0,68.0,5.0,1,0,0,15
very_heavy,3,3,2,1,25.0,21.0,4.0,1.0,0,0,0,10
very_heavy,1,1,3,6,1.0,0.0,35.0,61.0,1,0,0,10
very_heavy,3,1,2,2,25.0,4.0,2.0,4.0,0,0,0,10
very_heavy,2,0,6,6,1.0,0.0,64.0,84.0,1,0,0,10
very_heavy,6,1,3,4,66.0,4.0,27.0,7.0,0,0,0,10
very_heavy,2,2,7,4,2.0,1.0,84.0,49.0,1,0,0,10
very_heavy,7,5,2,1,76.0,45.0,3.0,1.0,0,0,0,10
very_heavy,4,2,6,7,19.0,3.0,54.0,83.0,1,0,1,40
very_heavy,15,11,0,5,416.0,389.0,0.0,19.0,0,0,1,30
very_heavy,2,1,10,8,3.0,2.0,192.0,165.0,1,0,0,20
very_heavy,14,8,3,3,299.0,168.0,13.0,26.0,0,0,0,30
very_heavy,2,1,17,14,4.0,2.0,406.0,358.0,1,0,1,30
very_heavy,17,10,6,9,486.0,199.0,39.0,240.0,0,0,0,35
very_heavy,11,2,19,21,252.0,3.0,550.0,575.0,1,0,0,40
very_heavy,25,11,2,8,812.0,279.0,3.0,85.0,0,0,0,30
very_heavy,10,7,23,19,87.0,127.0,594.0,472.0,1,0,0,40
very_heavy,25,20,10,3,964.0,630.0,162.0,4.0,0,0,1,45
very_heavy,8,3,31,23,32.0,6.0,1114.0,844.0,1,0,0,40
very_heavy,17,14,12,11,550.0,435.0,393.0,170.0,0,0,0,35
very_heavy,8,2,29,22,43.0,4.0,813.0,601.0,1,0,0,45
very_heavy,23,20,7,11,764.0,734.0,24.0,97.0,0,0,1,40
very_heavy,1,12,26,25,2.0,319.0,891.0,827.0,1,0,0,40
very_heavy,15,22,15,10,460.0,728.0,237.0,92.0,0,0,0,40
very_heavy,2,5,30,21,3.0,49.0,1011.0,679.0,1,0,0,40
very_heavy,20,16,4,15,614.0,517.0,23.0,321.0,0,0,0,35
very_heavy,10,2,24,27,158.0,3.0,711.0,680.0,1,0,0,45
very_heavy,25,20,1,10,899.0,770.0,2.0,245.0,0,0,0,40
very_heavy,12,4,23,24,248.0,10.0,746.0,811.0,1,0,0,40
very_heavy,22,16,14,8,737.0,511.0,244.0,231.0,0,0,0,30
very_heavy,9,6,26,25,115.0,25.0,621.0,660.0,1,0,0,40
very_heavy,25,19,9,11,889.0,608.0,46.0,160.0,0,0,0,45
very_heavy,2,1,31,27,3.0,1.0,1159.0,950.0,1,0,0,45
very_heavy,19,14,1,10,686.0,438.0,6.0,297.0,0,0,0,30
very_heavy,6,3,20,25,24.0,7.0,471.0,646.0,1,0,0,40
very_heavy,25,21,8,11,858.0,671.0,185.0,225.0,0,0,0,35
very_heavy,15,3,25,22,360.0,4.0,718.0,630.0,1,0,0,35
very_heavy,26,15,8,17,802.0,477.0,42.0,403.0,0,0,0,35
very_heavy,9,7,27,29,46.0,31.0,743.0,809.0,1,0,0,50
very_heavy,23,21,2,8,934.0,854.0,3.0,157.0,0,0,0,50
very_heavy,3,3,25,20,4.0,26.0,979.0,708.0,1,0,0,40
very_heavy,12,15,4,5,372.0,449.0,40.0,15.0,0,0,0,30
very_heavy,6,2,27,21,21.0,6.0,672.0,571.0,1,0,0,40
very_heavy,20,19,13,15,614.0,614.0,185.0,337.0,0,0,0,35
very_heavy,6,13,25,26,21.0,291.0,704.0,692.0,1,0,0,40
very_heavy,24,24,2,6,772.0,754.0,30.0,55.0,0,0,0,35
very_heavy,2,4,25,20,4.0,16.0,720.0,624.0,1,0,0,40
very_heavy,22,15,5,2,768.0,464.0,19.0,4.0,0,0,0,30
very_heavy,1,3,27,17,1.0,5.0,624.0,459.0,1,0,0,35
very_heavy,23,21,10,13,687.0,617.0,74.0,233.0,0,0,0,45
very_heavy,6,2,30,26,26.0,2.0,1091.0,899.0,1,0,0,40
very_heavy,19,16,17,5,607.0,514.0,299.0,16.0,0,0,0,30
very_heavy,6,8,29,20,21.0,101.0,678.0,537.0,1,0,0,35
very_heavy,0,0,0,2,0.0,0.0,0.0,22.0,0,0,0,10
very_heavy,0,0,0,2,0.0,0.0,0.0,27.0,1,0,0,10
very_heavy,2,1,0,0,4.0,4.0,0.0,0.0,0,0,0,10
very_heavy,1,0,1,2,2.0,0.0,16.0,10.0,1,0,0,10
very_heavy,4,4,1,0,37.0,33.0,1.0,0.0,0,0,0,10
very_heavy,1,0,1,1,1.0,0.0,4.0,2.0,1,0,0,10
very_heavy,4,2,1,0,40.0,21.0,1.0,0.0,0,0,1,25
very_heavy,0,2,1,6,0.0,7.0,5.0,81.0,1,0,0,10
very_heavy,4,5,0,0,40.0,70.0,0.0,0.0,0,0,0,10
very_heavy,1,2,1,4,2.0,8.0,9.0,35.0,1,0,0,10
very_heavy,7,5,0,1,79.0,63.0,0.0,4.0,0,0,0,10
very_heavy,1,1,1,5,1.0,12.0,17.0,53.0,1,0,0,10
very_heavy,6,4,0,3,63.0,39.0,0.0,8.0,0,0,1,20
very_heavy,2,1,3,11,2.0,1.0,49.0,219.0,1,0,0,20
very_heavy,10,4,4,2,171.0,33.0,60.0,4.0,0,0,0,10
very_heavy,5,1,7,8,22.0,2.0,74.0,106.0,1,0,0,15
very_heavy,13,7,5,5,222.0,80.0,21.0,36.0,0,0,0,20
very_heavy,8,2,5,13,48.0,6.0,83.0,252.0,1,0,0,20
very_heavy,17,10,1,5,311.0,202.0,12.0,8.0,0,0,0,35
very_heavy,5,7,12,16,13.0,220.0,281.0,464.0,1,0,0,35
very_heavy,19,14,1,10,512.0,369.0,1.0,239.0,0,0,1,25
very_heavy,13,4,3,24,157.0,7.0,61.0,496.0,1,0,0,40
very_heavy,28,19,5,3,938.0,551.0,65.0,5.0,0,0,0,40
very_heavy,11,2,18,26,297.0,3.0,511.0,878.0,1,0,0,40
very_heavy,30,17,2,10,981.0,584.0,26.0,97.0,0,0,0,35
very_heavy,16,12,9,35,320.0,249.0,232.0,917.0,1,0,0,40
very_heavy,32,26,3,6,1080.0,852.0,23.0,20.0,0,0,1,40
very_heavy,11,2,9,35,205.0,4.0,229.0,1090.0,1,0,0,40
very_heavy,29,19,3,13,952.0,629.0,23.0,160.0,0,0,0,35
very_heavy,13,8,9,34,297.0,56.0,196.0,954.0,1,0,0,45
very_heavy,32,25,5,1,1252.0,944.0,16.0,1.0,0,0,0,35
very_heavy,18,5,9,31,310.0,20.0,226.0,886.0,1,0,0,35
very_heavy,30,22,6,16,851.0,674.0,42.0,129.0,0,0,0,45
very_heavy,10,13,14,38,55.0,135.0,396.0,1399.0,1,0,0,40
very_heavy,24,21,2,5,826.0,642.0,3.0,18.0,0,0,0,45
very_heavy,4,8,13,36,8.0,47.0,386.0,1319.0,1,0,0,40
very_heavy,27,18,0,11,930.0,626.0,0.0,141.0,0,0,0,50
very_heavy,6,2,12,38,14.0,3.0,343.0,1538.0,1,0,0,45
very_heavy,25,15,2,0,969.0,476.0,4.0,0.0,0,0,0,30
very_heavy,15,11,10,27,213.0,164.0,260.0,684.0,1,0,0,40
very_heavy,31,22,1,17,1005.0,666.0,2.0,295.0,0,0,0,40
very_heavy,7,4,11,37,79.0,7.0,325.0,1183.0,1,0,0,30
very_heavy,26,13,2,9,723.0,356.0,3.0,52.0,0,0,0,35
very_heavy,3,8,15,38,7.0,60.0,382.0,1064.0,1,0,0,45
very_heavy,27,21,2,5,1092.0,734.0,3.0,76.0,0,0,0,40
very_heavy,13,6,10,33,249.0,26.0,242.0,1009.0,1,0,0,35
very_heavy,29,15,1,1,880.0,460.0,2.0,2.0,0,0,0,40
very_heavy,5,1,15,34,16.0,2.0,429.0,1116.0,1,0,0,40
very_heavy,27,22,1,13,842.0,671.0,2.0,115.0,0,0,0,40
very_heavy,15,2,10,37,389.0,2.0,291.0,1198.0,1,0,0,40
very_heavy,31,18,2,9,946.0,593.0,13.0,165.0,0,0,0,35
very_heavy,16,7,10,36,223.0,30.0,240.0,992.0,1,0,0,40
very_heavy,31,22,1,8,935.0,696.0,3.0,96.0,0,0,0,40
very_heavy,6,9,7,38,109.0,102.0,140.0,1226.0,1,0,0,45
very_heavy,29,19,5,2,1062.0,651.0,47.0,4.0,0,0,0,45
very_heavy,6,8,15,32,32.0,65.0,451.0,1178.0,1,0,0,35
very_heavy,25,22,1,5,721.0,680.0,9.0,22.0,0,0,0,35
very_heavy,8,11,10,36,44.0,174.0,237.0,962.0,1,0,0,45
very_heavy,28,24,6,3,1046.0,877.0,63.0,3.0,0,0,0,40
